ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
656288476,Photo,Long-tailed Sylph,Aglaiocercus kingii,,,Ryan Mandelbaum,2026-04-10,2026,4,10,1711,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S320243415,"",,,,,Aglaiocercus kingii,lotsyl1,Species,4471,,.00,0,,2668,4000
656288470,Photo,Tourmaline Sunangel,Heliangelus exortis,,,Ryan Mandelbaum,2026-04-10,2026,4,10,1711,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Lodge,5.0732224,-75.4378641,"",,Unspecified,false,false,,,,,,,S320243415,"",,,,,Heliangelus exortis,tousun1,Species,4414,,.00,0,,2668,4000
656288446,Photo,Lyre-tailed Nightjar,Uropsalis lyra,,,Ryan Mandelbaum,2026-04-10,2026,4,10,1641,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Entrada,5.0664502,-75.4480934,"",,Unspecified,false,false,,,,,,,S319852572,"",,,,,Uropsalis lyra,lytnig1,Species,3540,,.00,0,,2668,4000
656288445,Photo,Lyre-tailed Nightjar,Uropsalis lyra,,,Ryan Mandelbaum,2026-04-10,2026,4,10,1641,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Entrada,5.0664502,-75.4480934,"",,Unspecified,false,false,,,,,,,S319852572,"",,,,,Uropsalis lyra,lytnig1,Species,3540,,.00,0,,2668,4000
656288444,Photo,Lyre-tailed Nightjar,Uropsalis lyra,,,Ryan Mandelbaum,2026-04-10,2026,4,10,1641,Colombia,CO-CAL,Caldas,,Reserva Ecológica Río Blanco--Entrada,5.0664502,-75.4480934,"",,Unspecified,false,false,,,,,,,S319852572,"",,,,,Uropsalis lyra,lytnig1,Species,3540,,.00,0,,2668,4000
656278433,Photo,Blue-capped Tanager,Sporathraupis cyanocephala,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Sporathraupis cyanocephala,blctan2,Species,34845,,.00,0,,2100,2575
656278409,Photo,Grass-green Tanager,Chlorornis riefferii,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Chlorornis riefferii,grgtan1,Species,34857,,.00,0,,1839,2122
656278229,Photo,Buff-tailed Coronet,Boissonneaua flavescens,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Boissonneaua flavescens,butcor1,Species,4672,,.00,0,,3038,3604
656277304,Photo,Speckled Hummingbird,Adelomyia melanogenys,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Adelomyia melanogenys,spehum1,Species,4460,,.00,0,,1540,1112
656277281,Photo,Lacrimose Mountain Tanager,Anisognathus lacrymosus,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Anisognathus lacrymosus,lamtan1,Species,34872,,.00,0,,1697,1666
656277272,Photo,Lacrimose Mountain Tanager,Anisognathus lacrymosus,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Anisognathus lacrymosus,lamtan1,Species,34872,,.00,0,,960,1246
656277256,Photo,Grass-green Tanager,Chlorornis riefferii,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Chlorornis riefferii,grgtan1,Species,34857,,.00,0,,2252,2649
656277237,Photo,Bronzy Inca,Coeligena coeligena,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Coeligena coeligena,broinc1,Species,4614,,.00,0,,1570,1544
656277142,Photo,Long-tailed Sylph,Aglaiocercus kingii,,,Carol Baskauf,2026-02-27,2026,2,27,954,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304324598,"",,,,,Aglaiocercus kingii,lotsyl1,Species,4471,,.00,0,,3146,2671
656276928,Photo,Chestnut-naped Antpitta,Grallaria nuchalis,,,Carol Baskauf,2026-02-27,2026,2,27,823,Colombia,CO-CAL,Caldas,,"Auto selected 5.50035, -75.77961",5.5003530,-75.7796140,"",,Unspecified,false,false,,,,,,,S304250263,"",,,,,Grallaria nuchalis,chnant1,Species,14252,,.00,0,,1965,2023
656268753,Photo,White-banded Tyrannulet,Mecocerculus stictopterus,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Mecocerculus stictopterus,whbtyr1,Species,16578,,.00,0,,2952,4428
656268647,Photo,Barred Fruiteater,Pipreola arcuata,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Pipreola arcuata,barfru1,Species,15859,,.00,0,,2205,3308
656268636,Photo,Barred Fruiteater,Pipreola arcuata,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Pipreola arcuata,barfru1,Species,15859,,.00,0,,2782,4173
656268620,Photo,White-throated Quail-Dove,Zentrygon frenata,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Zentrygon frenata,wtqdov1,Species,2375,,.00,0,,2469,3704
656268596,Photo,Blue-capped Tanager,Sporathraupis cyanocephala,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Sporathraupis cyanocephala,blctan2,Species,34845,,.00,0,,1185,1778
656268422,Photo,Great Thrush,Turdus fuscater,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Turdus fuscater,grethr1,Species,28677,,.00,0,,3793,5689
656268411,Photo,Gray-breasted Mountain-Toucan,Andigena hypoglauca,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Andigena hypoglauca,gybmot1,Species,10871,,.00,0,,5464,8192
656268387,Photo,Sword-billed Hummingbird,Ensifera ensifera,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Ensifera ensifera,swbhum1,Species,4667,,.00,0,,2749,4123
656268376,Photo,Sword-billed Hummingbird,Ensifera ensifera,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Ensifera ensifera,swbhum1,Species,4667,,.00,0,,2735,4100
656268324,Photo,Sickle-winged Guan,Chamaepetes goudotii,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Chamaepetes goudotii,siwgua1,Species,855,,.00,0,,4177,6266
656268306,Photo,Gray-browed Brushfinch,Arremon assimilis,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Arremon assimilis,sthbrf8,Species,33041,,.00,0,,1847,2771
656268294,Photo,Buff-winged Starfrontlet,Coeligena lutetiae,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Coeligena lutetiae,buwsta1,Species,4648,,.00,0,,1964,2946
656268281,Photo,Northern Slaty Brushfinch,Atlapetes schistaceus,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Atlapetes schistaceus,slabru1,Species,33474,,.00,0,,1702,2553
656268275,Photo,Northern Slaty Brushfinch,Atlapetes schistaceus,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Atlapetes schistaceus,slabru1,Species,33474,,.00,0,,1650,2475
656268263,Photo,Eared Dove,Zenaida auriculata,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Zenaida auriculata,eardov1,Species,2400,,.00,0,,2583,3874
656268056,Photo,Purple Honeycreeper,Cyanerpes caeruleus,,,Juan Alejandro Morales Betancourt,2026-02-19,2026,2,19,1013,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,Adult Male – 1,,Unspecified,false,false,,,,,,,S302285304,"",,,El mismo individuo de la fotografía  ML651304943,Alimentándose de néctar de Matisia cordata,Cyanerpes caeruleus,purhon1,Species,35168,,.00,0,,2869,3883
656267771,Photo,Eared Dove,Zenaida auriculata,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Zenaida auriculata,eardov1,Species,2400,,.00,0,,1907,2861
656267760,Photo,Black-capped Hemispingus,Kleinothraupis atropileus,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Kleinothraupis atropileus,blchem1,Species,34672,,.00,0,,1871,2807
656267750,Photo,Buff-winged Starfrontlet,Coeligena lutetiae,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Coeligena lutetiae,buwsta1,Species,4648,,.00,0,,1853,2778
656267730,Photo,White-bellied Woodstar,Chaetocercus mulsant,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4782,,.00,0,,1307,1961
656267664,Photo,Shining Sunbeam,Aglaeactis cupripennis,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Aglaeactis cupripennis,shisun1,Species,4604,,.00,0,,2003,3004
656267651,Photo,Hooded Mountain Tanager,Buthraupis montana,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Buthraupis montana,homtan1,Species,34839,,.00,0,,2879,4318
656267642,Photo,Shining Sunbeam,Aglaeactis cupripennis,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Aglaeactis cupripennis,shisun1,Species,4604,,5.00,1,,1277,1915
656267623,Photo,Hooded Mountain Tanager,Buthraupis montana,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Buthraupis montana,homtan1,Species,34839,,5.00,1,,2484,3724
656267490,Photo,Yellow-bellied Chat-Tyrant,Silvicultrix diadema,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Silvicultrix diadema,yebcht1,Species,17181,,5.00,2,,3460,5188
656267481,Photo,Crowned Chat-Tyrant,Silvicultrix frontalis,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Silvicultrix frontalis,crocht1,Species,17170,,5.00,1,,2895,4341
656267427,Photo,Ocellated Tapaculo,Acropternis orthonyx,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Acropternis orthonyx,ocetap1,Species,14380,,.00,0,,3217,4826
656267412,Photo,White-banded Tyrannulet,Mecocerculus stictopterus,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Mecocerculus stictopterus,whbtyr1,Species,16578,,.00,0,,537,806
656267395,Photo,Purple-backed Thornbill,Ramphomicron microrhynchum,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Ramphomicron microrhynchum,pubtho1,Species,4516,,.00,0,,580,870
656267374,Photo,Purple-backed Thornbill,Ramphomicron microrhynchum,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Ramphomicron microrhynchum,pubtho1,Species,4516,,.00,0,,1089,1634
656267362,Photo,Purple-backed Thornbill,Ramphomicron microrhynchum,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Ramphomicron microrhynchum,pubtho1,Species,4516,,.00,0,,561,842
656267298,Photo,White-browed Spinetail,Hellmayrea gularis,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Hellmayrea gularis,whbspi2,Species,15366,,5.00,1,,3252,4878
656267246,Photo,Masked Trogon,Trogon personatus,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Trogon personatus,mastro1,Species,9592,,.00,0,,3989,5983
656267239,Photo,Masked Trogon,Trogon personatus,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Trogon personatus,mastro1,Species,9592,,.00,0,,1193,1790
656267216,Photo,Mountain Wren,Troglodytes solstitialis,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Troglodytes solstitialis,mouwre1,Species,27245,,.00,0,,1184,1776
656267206,Photo,Mountain Wren,Troglodytes solstitialis,,,Ricardo Lopez Z.,2026-03-23,2026,3,23,733,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S312812733,"",,,,,Troglodytes solstitialis,mouwre1,Species,27245,,.00,0,,2062,1913
656262475,Photo,Boat-billed Flycatcher,Megarynchus pitangua,,,Juan Alejandro Morales Betancourt,2026-03-23,2026,3,23,844,Colombia,CO-CAL,Caldas,,"Casa de Teja, Berlín, Samaná",5.5959568,-74.9490203,Adult – 1,,Unspecified,false,false,,,,,,,S312466908,"",,,,,Megarynchus pitangua,bobfly1,Species,17379,,.00,0,,2515,4088
656247483,Photo,White-browed Spinetail,Hellmayrea gularis,,,Mario A Gutierrez,2026-01-30,2026,1,30,800,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S330152494,"",,,,,Hellmayrea gularis,whbspi2,Species,15366,,.00,0,,2048,2048
656247482,Photo,White-browed Spinetail,Hellmayrea gularis,,,Mario A Gutierrez,2026-01-30,2026,1,30,800,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S330152494,"",,,,,Hellmayrea gularis,whbspi2,Species,15366,,.00,0,,2048,2048
656240300,Photo,Long-tailed Tyrant,Colonia colonus,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,Adult – 1,"",Unspecified,"","",,,,,,,S330094303,"",,,,,Colonia colonus,lottyr1,Species,17220,,.00,0,Nest,3066,4088
656240299,Photo,Long-tailed Tyrant,Colonia colonus,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,Adult – 1,"",Unspecified,"","",,,,,,,S330094303,"",,,,,Colonia colonus,lottyr1,Species,17220,,.00,0,"Habitat; Nest",3066,4088
656239911,Photo,Swallow-tailed Kite,Elanoides forficatus,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,Juvenile – 1,,Unspecified,false,false,,,,,,,S330094303,"",,,,"3 individuos volando cerca de un juvenil, un individuo alimentando un juvenil, un individuo en un nido con un polluelo.",Elanoides forficatus,swtkit,Species,7921,,5.00,1,,3066,4088
656239287,Photo,Western Emerald,Chlorostilbon melanorhynchus,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Chlorostilbon melanorhynchus,weseme1,Species,4914,,.00,0,,3066,4088
656239127,Photo,Cinnamon Becard,Pachyramphus cinnamomeus,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Pachyramphus cinnamomeus,cinbec1,Species,16037,,4.00,1,,3066,4088
656239126,Photo,Cinnamon Becard,Pachyramphus cinnamomeus,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Pachyramphus cinnamomeus,cinbec1,Species,16037,,5.00,1,,2361,4088
656239138,Photo,Cinnamon Becard,Pachyramphus cinnamomeus,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,Adult – 1,Nest Building,Unspecified,"","",,,,,,,S330094303,"",,,,,Pachyramphus cinnamomeus,cinbec1,Species,16037,,.00,0,"Habitat; Nest",3456,4608
656239140,Photo,Sickle-winged Guan,Chamaepetes goudotii,,,Carol Baskauf,2026-02-27,2026,2,27,741,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304219804,"",,,,,Chamaepetes goudotii,siwgua1,Species,855,,.00,0,,2070,2075
656239080,Photo,Buff-tailed Coronet,Boissonneaua flavescens,,,Carol Baskauf,2026-02-27,2026,2,27,741,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304219804,"",,,,,Boissonneaua flavescens,butcor1,Species,4672,,.00,0,,1955,1781
656239056,Photo,Speckled Hummingbird,Adelomyia melanogenys,,,Carol Baskauf,2026-02-27,2026,2,27,741,Colombia,CO-CAL,Caldas,,Reserva Mirador El Roble--Casa y Bebedores de Colibríes,5.4925712,-75.7791752,"",,Unspecified,false,false,,,,,,,S304219804,"",,,,,Adelomyia melanogenys,spehum1,Species,4460,,.00,0,,2617,3268
656238763,Photo,Beautiful Woodpecker,Melanerpes pulcher,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Melanerpes pulcher,beawoo2,Species,11158,,3.00,2,,4088,3066
656238552,Photo,Piratic Flycatcher,Legatus leucophaius,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Legatus leucophaius,pirfly1,Species,17440,,3.00,1,,2776,3868
656238417,Photo,Gray Seedeater,Sporophila intermedia,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Sporophila intermedia,grysee1,Species,35566,,.00,0,,3066,4088
656238397,Photo,Chestnut-capped Warbler,Basileuterus delattrii,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"v��a Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Basileuterus delattrii,rucwar4,Species,34233,,4.00,1,,3066,4088
656238220,Photo,Rufous-tailed Hummingbird,Amazilia tzacatl,,,Catalina Orrego López,2026-04-30,2026,4,30,809,Colombia,CO-CAL,Caldas,,"vía Alto San Juan-Florencia, Samaná",5.5961000,-74.9604000,"",,Unspecified,false,false,,,,,,,S330094303,"",,,,,Amazilia tzacatl,rtlhum,Species,5111,,3.00,1,,3066,4088
656227869,Photo,Buff-winged Starfrontlet,Coeligena lutetiae,,,Camilo Bernal,2026-03-30,2026,3,30,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0248628,-75.3695875,"",,Unspecified,false,false,,,,,,,S329629095,"",,,,,Coeligena lutetiae,buwsta1,Species,4648,,.00,0,,2736,3648
656226354,Photo,Gray-browed Brushfinch,Arremon assimilis,,,Camilo Bernal,2026-03-30,2026,3,30,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0248628,-75.3695875,"",,Unspecified,false,false,,,,,,,S329629095,"",,,,,Arremon assimilis,sthbrf8,Species,33041,,4.00,1,,2736,3648
656223812,Photo,Chestnut-crested Cotinga,Ampelion rufaxilla,,,David Piza,2026-02-22,2026,2,22,730,Colombia,CO-CAL,Caldas,,"Hacienda El Bosque,  Photography Spots And Feeders.",5.0236544,-75.3663031,"",,Unspecified,false,false,,,,,,,S303622982,"",,,,,Ampelion rufaxilla,chccot1,Species,15894,,.00,0,,3672,2066
656204398,Photo,Spot-breasted Woodpecker,Colaptes punctigula,,,Juan Alejandro Morales Betancourt,2026-02-20,2026,2,20,814,Colombia,CO-CAL,Caldas,,"Finca Los Farallones, Vereda Montebello, Norcasia",5.5802123,-74.9215992,Adult Male – 1,,Unspecified,false,false,,,,,,,S302459558,"",,,,,Colaptes punctigula,spbwoo1,Species,11885,,.00,0,,3118,4158
656195650,Photo,Lineated Woodpecker,Dryocopus lineatus,,,Juan Alejandro Morales Betancourt,2026-02-22,2026,2,22,927,Colombia,CO-CAL,Caldas,,"La Reforma - Zona de Descarga, Berlin, Samaná",5.5833179,-74.9445432,Adult Male – 1,,Unspecified,false,false,,,,,,,S303094157,"",,,,,Dryocopus lineatus,linwoo1,Species,11754,,.00,0,,3162,4608
656195550,Photo,Palm Tanager,Thraupis palmarum,,,Juan Alejandro Morales Betancourt,2026-02-11,2026,2,11,615,Colombia,CO-CAL,Caldas,,"Berlin, Samaná",5.5958918,-74.9501089,Adult – 1,,Unspecified,false,false,,,,,,,S299508698,"",,,,,Thraupis palmarum,paltan1,Species,34957,,.00,0,,3118,4158
656192129,Photo,Blue-lored Antbird,Hafferia immaculata,,,Mario A Gutierrez,2026-02-03,2026,2,3,900,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S329867156,"",,,,,Hafferia immaculata,immant1,Species,14058,,.00,0,,2048,2048
656192128,Photo,Blue-lored Antbird,Hafferia immaculata,,,Mario A Gutierrez,2026-02-03,2026,2,3,900,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S329867156,"",,,,,Hafferia immaculata,immant1,Species,14058,,.00,0,,2048,2048
